,Parent Company,Child Company,Child Description,split
102,Y Combinator,Popl,"Our funding stage is Pre-Seed. Share your digital business card with a tap Located in Los Angeles, California, United States, North America. Involved in the following industries: Consumer Electronics, Social Entrepreneurship, Software Our current investors include Y Combinator. Funding amount (USD) so far is 125000.0.",0.9068991258000815
103,Y Combinator,HUBUC,"Our funding stage is Seed. A single API-platform which allows any business to embed financial services capabilities into their products. Located in Barcelona, Catalonia, Spain, Europe. Involved in the following industries: B2B, Banking, Credit Cards, Debit Cards, Financial Services, FinTech, Gift Card, Payments Our current investors include Y Combinator. Funding amount (USD) so far is 125000.0.",1.2861205128113877
104,Y Combinator,OlaClick (YC W21),"Our funding stage is Pre-Seed. OlaClick helps businesses receive simplified orders through WhatsApp Located in Lima, Lima, Peru, South America. Involved in the following industries: Food and Beverage, Information Technology Our current investors include Y Combinator. Funding amount (USD) so far is 125000.0.",-0.2067880755368495
107,Y Combinator,LemonBox,"Our funding stage is Seed. LemonBox combines big data and US registered dietitians, to offer personal, nutritional, and living-well advice to Chinese customers. Located in Beijing, Beijing, China, Asia. Involved in the following industries: Big Data, E-Commerce, E-Commerce Platforms, Fashion, Fitness, Nutrition, Wellness Our current investors include Panda Capital, Y Combinator. Funding amount (USD) so far is 2500000.0.",-0.25834522687757955
108,Y Combinator,Heru,"Our funding stage is Pre-Seed. Heru is a technology platform focused on improving the quality of life for app workers and freelancers. Located in Mexico City, Distrito Federal, Mexico, North America. Involved in the following industries: Communities, Wellness Our current investors include Alejandro Galvez, Flourish Ventures, Jason Evans, Magma Partners, Mountain Nazca, Nicolas Girard, Xtraordinary Venture Partners, Y Combinator. Funding amount (USD) so far is 1700000.0.",-0.3511165664866426
110,Y Combinator,Loop Health,"Our funding stage is Seed. Loop Health is bringing ease and choice to patients seeking major medical treatments. Located in Pune, Maharashtra, India, Asia. Involved in the following industries: Fitness, Health Care, Medical, Wellness Our current investors include Daniel Burka, Kevin Lin, Shiva Rajaraman, Sierra Ventures, Soma Capital, Y Combinator. Funding amount (USD) so far is 2300000.0.",-0.2610627790849465
111,Y Combinator,Jitsu,"Our funding stage is Seed. Jitsu.com (YC S20) is an open-source data integration and event collection platform. We're the maintainers of EventNative.org Located in Berkeley, California, United States, North America. Involved in the following industries: Analytics Our current investors include Costanoa Ventures, SignalFire, The House Fund, Y Combinator. Funding amount (USD) so far is 2000000.0.",0.3578565973674024
112,Y Combinator,TRACTIAN,"Our funding stage is Pre-Seed. Shazam for maintenance teams, detect machine issues early on Located in São Paulo, Sao Paulo, Brazil, South America. Involved in the following industries: B2B, Hardware, Industrial, Internet of Things, SaaS, Software Our current investors include Eduardo Nadelman, Immad Akhund, Michael Lehmann, Norte Ventures, Parker Treacy, Sharon Paskin, Y Combinator. Funding amount (USD) so far is 500000.0.",0.6069181883886867
113,Y Combinator,BuildBuddy,"Our funding stage is Seed. BuildBuddy provides enterprise features for Bazel, an open-source build system that allows companies to build and test software faster. Located in Palo Alto, California, United States, North America. Involved in the following industries: Enterprise Software, Open Source, Software Our current investors include Addition, Scribble Ventures, Switch Ventures, The E14 Fund, Village Global, Y Combinator. Funding amount (USD) so far is 3150000.0.",-0.7135549307321364
114,Y Combinator,Ziina,"Our funding stage is Pre-Seed. Ziina is bringing the next generation of financial services to the Middle East. Ziina is the UAE’s first peer-to-peer payment app. Located in Dubai, Dubai, United Arab Emirates, Asia. Involved in the following industries: Financial Services, FinTech Our current investors include Y Combinator. Funding amount (USD) so far is 120000.0.",-0.09061891325576561
115,Y Combinator,Cashfree,"Our funding stage is Series B. Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts. Located in Bengaluru, Karnataka, India, Asia. Involved in the following industries: Finance, Financial Services, FinTech, Mobile Payments, Payments Our current investors include Apis Partners, Smilegate Investment, Y Combinator. Funding amount (USD) so far is 35300000.0.",0.886634489979433
116,Y Combinator,Finantier,"Our funding stage is Seed. Finantier provides the infrastructure and data products required by businesses to build the next generation of financial services in SEA. Located in Singapore, Central Region, Singapore, Asia. Involved in the following industries: Financial Services, FinTech, Information Technology, Payments, Software Our current investors include AC Ventures, East Ventures, Genesia Ventures, Two Culture Capital, Y Combinator. Funding amount (USD) so far is unknown.",1.726866941429057
117,Y Combinator,Once App,"Our funding stage is Seed. Once App is a computer software company. Located in Paris, Ile-de-France, France, Europe. Involved in the following industries: Computer, Software Our current investors include eFounders, Innovation Nest, Kima Ventures, Y Combinator. Funding amount (USD) so far is 1000000.0.",-0.36680685286725623
118,Y Combinator,GlobeDX,"Our funding stage is Venture - Series Unknown. GlobeDX is a startup, which has dubbed itself the “Coinbase for derivatives"". Located in London, England, United Kingdom, Europe. Involved in the following industries: Blockchain, FinTech Our current investors include Pantera Capital, Tim Draper, Y Combinator. Funding amount (USD) so far is 3000000.0.",-0.18370773995375672
119,Y Combinator,Farmstead,"Our funding stage is Series A. Farmstead is an artificial intelligence-powered farm to doorstep grocery delivery startup. Located in San Francisco, California, United States, North America. Involved in the following industries: Agriculture, Artificial Intelligence, Delivery, Delivery Service, Farmers Market, Food and Beverage, Food Delivery, Machine Learning Our current investors include 19YORK, Aidenlair Capital, Duro Ventures, Gelt VC, Heron Rock Fund, Maple VC, Red Dog Capital, Y Combinator. Funding amount (USD) so far is 7900000.0.",-0.1982950770594145
120,Y Combinator,Welcome,"Our funding stage is Series A. Welcome creates jaw-dropping virtual events. Located in Denver, Colorado, United States, North America. Involved in the following industries: Events, Information Technology, Internet, Software Our current investors include Kapor Capital, Kleiner Perkins, Webb Investment Network, Y Combinator. Funding amount (USD) so far is 12000000.0.",-1.0829619579703484
121,Y Combinator,OpenPhone,"Our funding stage is Series A. OpenPhone offers a phone app that lets users seamlessly get a business phone number without a second phone or a second SIM card. Located in San Francisco, California, United States, North America. Involved in the following industries: B2B, Contact Management, Mobile Apps, Productivity Tools, Software, Telecommunications Our current investors include Brianne Kimmel, Chapter One Ventures, Craft Ventures, Elad Gil, Garage Capital, Jeff Morris Jr., Kindred Ventures, Rahul Vohra, Slow Ventures, Todd Goldberg, Y Combinator. Funding amount (USD) so far is 14000000.0.",1.073844851982347
122,Y Combinator,AlphaFlow,"Our funding stage is Series A. AlphaFlow is a tech-driven investment company providing professionally managed portfolios of real estate loans to institutional investors. Located in San Francisco, California, United States, North America. Involved in the following industries: Financial Services, FinTech, Impact Investing, Real Estate Our current investors include 10x Capital Management, Gokul Rajaram, Resolute Venture Partners, Saluda Grade, Upside Partnership, Vishal Garg, Y Combinator. Funding amount (USD) so far is 10000000.0.",-0.10659842134499847
123,Y Combinator,Jeeves,"Our funding stage is Seed. Jeeves offers financial infrastructure built to power global startups. Located in New York, New York, United States, North America. Involved in the following industries: Business Development, Financial Services, FinTech Our current investors include Y Combinator. Funding amount (USD) so far is 5000000.0.",-0.2412229718070009
124,Y Combinator,Explo,"Our funding stage is Seed. Embedded customer-facing analytics - lightning fast Located in San Francisco, California, United States, North America. Involved in the following industries: Analytics, Big Data, Data Visualization, Database, SaaS, Software Our current investors include Amplo, Nate Matherson, Soma Capital, Y Combinator. Funding amount (USD) so far is 2300000.0.",-0.96815777926905
125,Y Combinator,KiranaKart,"Our funding stage is Pre-Seed. At KiranaKart, we're building a better model for instant grocery delivery in India. Located in Mumbai, Maharashtra, India, Asia. Involved in the following industries: E-Commerce Our current investors include Contrary, Global Founders Capital, Y Combinator. Funding amount (USD) so far is 730000.0.",1.3908401351168203
